id,taCode,Date,time
0000000802,255,23-11-21,13:8
0000008087,255,23-11-21,14:30
0000008089,255,23-11-21,14:30
0000008095,255,23-11-21,14:30
0000008084,255,23-11-21,14:31
0000008088,255,23-11-21,14:31
0000008082,255,23-11-21,14:32
0000008093,255,23-11-21,14:34
0000008091,255,23-11-21,14:34
0000008094,255,23-11-21,14:35
0000008085,255,23-11-21,14:37
0000008086,255,23-11-21,14:42
0000008083,255,23-11-21,14:45
0000008090,255,23-11-21,14:45
0000003104,255,23-11-21,15:0
0000005431,255,23-11-21,15:0
0000006117,255,23-11-21,15:8
0000001381,255,23-11-21,15:16
0000006091,255,23-11-21,15:24
0000000799,255,23-11-21,16:0
0000000890,255,23-11-21,16:0
0000000926,255,23-11-21,16:0
0000000722,255,23-11-21,16:0
0000000711,255,23-11-21,16:0
0000000743,255,23-11-21,16:0
0000000526,255,23-11-21,16:0
0000000820,255,23-11-21,16:0
0000000643,255,23-11-21,16:1
0000008075,255,23-11-21,16:1
0000000857,255,23-11-21,16:1
0000006174,255,23-11-21,16:1
0000006100,255,23-11-21,16:1
0000000930,255,23-11-21,16:1
0000000913,255,23-11-21,16:1
0000006102,255,23-11-21,16:1
0000002800,255,23-11-21,16:2
0000006131,255,23-11-21,16:2
0000006096,255,23-11-21,16:2
0000000730,255,23-11-21,16:2
0000006146,255,23-11-21,16:2
0000000631,255,23-11-21,16:2
0000000808,255,23-11-21,16:2
0000000808,255,23-11-21,16:3
0000000353,255,23-11-21,16:3
0000003017,255,23-11-21,16:3
0000006148,255,23-11-21,16:3
0000006166,255,23-11-21,16:3
0000000892,255,23-11-21,16:3
0000000709,255,23-11-21,16:3
0000000068,255,23-11-21,16:3
0000006159,255,23-11-21,16:4
0000000789,255,23-11-21,16:4
0000006120,255,23-11-21,16:4
0000000912,255,23-11-21,16:4
0000000612,255,23-11-21,16:5
0000003024,255,23-11-21,16:5
0000000809,255,23-11-21,16:5
0000000712,255,23-11-21,16:6
0000000659,255,23-11-21,16:6
0000000590,255,23-11-21,16:6
0000000642,255,23-11-21,16:6
0000000842,255,23-11-21,16:6
0000000701,255,23-11-21,16:7
0000003026,255,23-11-21,16:7
0000002992,255,23-11-21,16:8
0000000827,255,23-11-21,16:8
0000000670,255,23-11-21,16:8
0000001368,255,23-11-21,16:9
0000000552,255,23-11-21,16:10
0000000911,255,23-11-21,16:10
0000002570,255,23-11-21,16:10
0000001391,255,23-11-21,16:11
0000006099,255,23-11-21,16:11
0000000773,255,23-11-21,16:11
0000000792,255,23-11-21,16:12
0000000366,255,23-11-21,16:13
0000000909,255,23-11-21,16:14
0000000924,255,23-11-21,16:15
0000000910,255,23-11-21,16:16
0000000720,255,23-11-21,16:16
0000006157,255,23-11-21,16:17
0000000724,255,23-11-21,16:20
0000002799,255,23-11-21,16:21
0000008076,255,23-11-21,16:21
0000000742,255,23-11-21,16:22
0000000038,255,23-11-21,16:24
0000000908,255,23-11-21,16:28
0000000608,255,23-11-21,16:31
0000000897,255,23-11-21,16:34
0000000668,255,23-11-21,16:37
0000000925,255,23-11-21,16:43
0000006095,255,23-11-21,17:0
0000000262,255,23-11-21,17:2
0000000706,255,23-11-21,17:4
0000000860,255,23-11-21,17:4
0000000915,255,23-11-21,17:7
0000006176,255,23-11-21,17:18
0000000900,255,23-11-21,17:20
0000000811,255,23-11-21,17:52
0000000931,255,23-11-21,17:52
0000000680,255,23-11-21,18:2
0000000807,255,23-11-21,18:44
0000000699,255,23-11-21,19:0
0000009954,255,23-11-21,19:11
0000000680,255,23-11-21,20:7
0000000329,255,23-11-21,20:9
0000006169,255,23-11-21,20:13
0000000848,255,23-11-21,20:28
0000000771,255,23-11-21,20:31
0000000734,255,23-11-21,20:31
0000000702,255,23-11-21,20:32
0000006134,255,23-11-21,20:37
0000000573,255,23-11-21,20:56
0000005954,255,23-11-21,21:16
0000006092,255,23-11-21,21:30
0000000696,255,23-11-21,22:10
0000009952,255,23-11-21,22:41
0000000680,255,24-11-21,4:46
0000008094,255,24-11-21,5:1
0000008087,255,24-11-21,5:16
0000000828,255,24-11-21,5:23
0000008084,255,24-11-21,5:27
0000008095,255,24-11-21,5:39
0000008086,255,24-11-21,5:42
0000006164,255,24-11-21,5:45
0000000802,255,24-11-21,5:54
0000008088,255,24-11-21,5:54
0000008089,255,24-11-21,5:55
0000008081,255,24-11-21,5:56
0000008083,255,24-11-21,5:59
0000000865,255,24-11-21,6:6
0000008085,255,24-11-21,6:10
0000008093,255,24-11-21,6:12
0000008090,255,24-11-21,6:19
0000006141,255,24-11-21,6:25
0000003069,255,24-11-21,6:28
0000000668,255,24-11-21,6:29
0000005431,255,24-11-21,6:30
0000000709,255,24-11-21,6:32
0000006103,255,24-11-21,6:34
0000000701,255,24-11-21,6:39
0000006102,255,24-11-21,6:49
0000001391,255,24-11-21,6:50
0000000912,255,24-11-21,6:55
0000000593,255,24-11-21,6:55
0000000820,255,24-11-21,6:56
0000006149,255,24-11-21,7:1
0000006146,255,24-11-21,7:1
0000000807,255,24-11-21,7:2
0000006134,255,24-11-21,7:7
0000000896,255,24-11-21,7:9
0000001380,255,24-11-21,7:11
0000000811,255,24-11-21,7:13
0000006159,255,24-11-21,7:14
0000000720,255,24-11-21,7:17
0000001304,255,24-11-21,7:18
0000003019,255,24-11-21,7:20
0000000734,255,24-11-21,7:21
0000006117,255,24-11-21,7:24
0000000706,255,24-11-21,7:25
0000000903,255,24-11-21,7:25
0000000068,255,24-11-21,7:26
0000000930,255,24-11-21,7:27
0000000608,255,24-11-21,7:28
0000000366,255,24-11-21,7:28
0000000391,255,24-11-21,7:29
0000002800,255,24-11-21,7:29
0000000631,255,24-11-21,7:32
0000006131,255,24-11-21,7:36
0000000897,255,24-11-21,7:36
