id,taCode,Date,time
0000000795,255,14-12-21,16:21
0000000725,255,14-12-21,16:25
0000000777,255,14-12-21,16:27
0000000744,255,14-12-21,16:27
0000000738,255,14-12-21,16:28
0000000843,255,14-12-21,16:32
0000000670,255,14-12-21,16:51
0000000784,255,14-12-21,16:53
0000000710,255,14-12-21,17:0
0000000860,255,14-12-21,17:0
0000006138,255,14-12-21,17:4
0000002950,255,14-12-21,17:15
0000000805,255,14-12-21,19:30
0000000729,255,14-12-21,20:36
0000000679,255,14-12-21,21:37
0000000672,255,14-12-21,22:4
0000000672,255,14-12-21,22:4
0000000805,255,15-12-21,4:47
0000000846,255,15-12-21,5:12
0000003006,255,15-12-21,5:16
0000000672,255,15-12-21,5:28
0000000829,255,15-12-21,5:29
0000000797,255,15-12-21,5:32
0000000679,255,15-12-21,5:34
0000000830,255,15-12-21,5:48
0000000763,255,15-12-21,5:52
0000000767,255,15-12-21,5:54
0000006162,255,15-12-21,5:57
0000000713,255,15-12-21,6:12
0000006135,255,15-12-21,6:19
0000000793,255,15-12-21,6:25
0000006140,255,15-12-21,6:38
0000000363,255,15-12-21,6:40
0000002947,255,15-12-21,6:40
0000002941,255,15-12-21,6:43
0000006150,255,15-12-21,6:43
0000000729,255,15-12-21,6:46
0000006155,255,15-12-21,6:50
0000000836,255,15-12-21,6:51
0000000758,255,15-12-21,6:57
0000000817,255,15-12-21,7:0
0000006133,255,15-12-21,7:1
0000000739,255,15-12-21,7:3
0000006156,255,15-12-21,7:4
0000000728,255,15-12-21,7:8
0000000832,255,15-12-21,7:16
0000006152,255,15-12-21,7:18
0000000114,255,15-12-21,7:20
0000000835,255,15-12-21,7:21
0000000839,255,15-12-21,7:22
0000006171,255,15-12-21,7:23
0000000590,255,15-12-21,7:25
0000000670,255,15-12-21,7:27
0000000823,255,15-12-21,7:31
0000000914,255,15-12-21,7:32
0000000907,255,15-12-21,7:33
0000006169,255,15-12-21,7:38
0000000827,255,15-12-21,7:38
0000003024,255,15-12-21,7:38
0000000700,255,15-12-21,7:39
0000006126,255,15-12-21,7:40
0000000593,255,15-12-21,7:40
0000000706,255,15-12-21,7:40
0000000727,255,15-12-21,7:40
0000000891,255,15-12-21,7:41
0000000705,255,15-12-21,7:41
0000006176,255,15-12-21,7:41
0000000864,255,15-12-21,7:43
0000000591,255,15-12-21,7:43
0000000121,255,15-12-21,7:45
0000006137,255,15-12-21,7:45
0000000112,255,15-12-21,7:45
0000000894,255,15-12-21,7:45
0000000573,255,15-12-21,7:46
0000000906,255,15-12-21,7:47
0000000861,255,15-12-21,7:47
0000000843,255,15-12-21,7:47
0000006170,255,15-12-21,7:47
0000000809,255,15-12-21,7:47
0000000724,255,15-12-21,7:48
0000000860,255,15-12-21,7:48
0000000900,255,15-12-21,7:48
0000000366,255,15-12-21,7:48
0000000853,255,15-12-21,7:48
0000000908,255,15-12-21,7:49
0000000897,255,15-12-21,7:49
0000000068,255,15-12-21,7:50
0000000734,255,15-12-21,7:50
0000006131,255,15-12-21,7:50
0000000842,255,15-12-21,7:50
0000000785,255,15-12-21,7:51
0000000391,255,15-12-21,7:51
0000000788,255,15-12-21,7:53
0000000678,255,15-12-21,7:54
0000000795,255,15-12-21,7:55
0000000526,255,15-12-21,7:55
0000000795,255,15-12-21,7:55
0000000262,255,15-12-21,8:0
0000000905,255,15-12-21,8:0
0000000689,255,15-12-21,8:0
0000000518,255,15-12-21,8:0
0000000029,255,15-12-21,8:0
0000000704,255,15-12-21,8:0
0000000855,255,15-12-21,8:0
0000000677,255,15-12-21,8:1
0000006160,255,15-12-21,8:1
0000000545,255,15-12-21,8:1
0000006153,255,15-12-21,8:1
0000006118,255,15-12-21,8:1
0000006166,255,15-12-21,8:2
0000006147,255,15-12-21,8:2
0000000808,255,15-12-21,8:2
0000006092,255,15-12-21,8:3
0000006142,255,15-12-21,8:3
0000009942,255,15-12-21,8:5
0000000760,255,15-12-21,8:5
0000006096,255,15-12-21,8:5
0000000859,255,15-12-21,8:5
0000000852,255,15-12-21,8:5
0000000792,255,15-12-21,8:5
0000000712,255,15-12-21,8:6
0000000783,255,15-12-21,8:6
0000000902,255,15-12-21,8:6
0000006120,255,15-12-21,8:6
0000000777,255,15-12-21,8:6
0000000524,4,15-12-21,8:7
0000000773,255,15-12-21,8:7
0000006257,255,15-12-21,8:7
0000002957,255,15-12-21,8:7
0000006129,255,15-12-21,8:8
0000000903,255,15-12-21,8:8
0000000725,255,15-12-21,8:8
0000000635,255,15-12-21,8:8
0000000833,255,15-12-21,8:8
0000000761,255,15-12-21,8:8
0000006167,255,15-12-21,8:8
0000006121,255,15-12-21,8:8
0000000901,255,15-12-21,15:46
0000000859,255,15-12-21,15:54
0000000832,255,15-12-21,16:0
0000000670,255,15-12-21,16:2
0000006147,255,15-12-21,16:5
0000000902,255,15-12-21,16:8
0000000591,255,15-12-21,16:24
0000006138,255,15-12-21,17:7
0000001380,255,15-12-21,17:52
0000000805,255,15-12-21,18:29
0000000729,255,15-12-21,18:41
0000000679,255,15-12-21,21:38
0000000672,255,15-12-21,22:0
0000000672,255,15-12-21,22:0
0000000591,255,16-12-21,4:37
0000000805,255,16-12-21,4:40
0000003006,255,16-12-21,5:19
0000000829,255,16-12-21,5:23
0000000672,255,16-12-21,5:25
0000000679,255,16-12-21,5:25
0000000797,255,16-12-21,5:36
0000000846,255,16-12-21,5:39
0000000830,255,16-12-21,5:45
0000000767,255,16-12-21,5:51
0000006162,255,16-12-21,5:56
0000006140,255,16-12-21,6:27
0000002941,255,16-12-21,6:28
0000000823,255,16-12-21,6:28
0000002947,255,16-12-21,6:28
0000000793,255,16-12-21,6:29
0000006135,255,16-12-21,6:30
0000000713,255,16-12-21,6:33
0000000901,255,16-12-21,6:36
0000000363,255,16-12-21,6:39
0000006155,255,16-12-21,6:51
0000000758,255,16-12-21,6:54
0000000729,255,16-12-21,6:54
0000000836,255,16-12-21,6:54
0000000817,255,16-12-21,7:1
0000000728,255,16-12-21,7:5
0000000739,255,16-12-21,7:6
0000000859,255,16-12-21,7:10
0000000320,255,16-12-21,7:11
0000000112,255,16-12-21,7:12
0000006156,255,16-12-21,7:12
0000000832,255,16-12-21,7:15
0000006171,255,16-12-21,7:16
0000000114,255,16-12-21,7:17
0000000582,255,16-12-21,7:18
0000000839,255,16-12-21,7:18
0000000835,255,16-12-21,7:20
0000000774,255,16-12-21,7:22
0000006152,255,16-12-21,7:22
0000006158,255,16-12-21,7:25
0000000730,255,16-12-21,7:26
0000000590,255,16-12-21,7:27
0000000633,255,16-12-21,7:33
0000000914,255,16-12-21,7:33
0000000753,255,16-12-21,7:35
0000002950,255,16-12-21,7:36
0000000891,255,16-12-21,7:36
0000006170,255,16-12-21,7:37
0000000861,255,16-12-21,7:37
0000000670,255,16-12-21,7:39
0000006167,255,16-12-21,7:42
0000000853,255,16-12-21,7:45
0000000245,255,16-12-21,7:46
0000000678,255,16-12-21,7:46
0000000700,255,16-12-21,7:48
0000000855,255,16-12-21,7:49
0000000365,255,16-12-21,7:50
0000000391,255,16-12-21,7:51
0000000906,255,16-12-21,7:52
0000000648,255,16-12-21,7:52
0000006150,255,16-12-21,7:52
0000000545,255,16-12-21,7:53
0000000068,255,16-12-21,7:53
0000006173,255,16-12-21,7:53
0000000841,255,16-12-21,7:53
0000000705,255,16-12-21,7:54
0000000366,255,16-12-21,7:56
0000000889,255,16-12-21,7:56
0000000738,255,16-12-21,7:56
0000000850,255,16-12-21,7:57
0000000689,255,16-12-21,7:57
0000000808,255,16-12-21,7:58
0000006121,255,16-12-21,7:59
0000000631,255,16-12-21,7:59
0000000725,255,16-12-21,7:59
0000000788,255,16-12-21,7:59
0000000760,255,16-12-21,8:0
0000002957,255,16-12-21,8:2
0000000740,255,16-12-21,8:2
0000000552,255,16-12-21,8:3
0000000852,255,16-12-21,8:3
0000000863,255,16-12-21,8:3
0000006096,255,16-12-21,8:4
0000006163,255,16-12-21,8:4
0000000243,255,16-12-21,8:4
0000006147,255,16-12-21,8:4
0000006129,255,16-12-21,8:5
0000000833,255,16-12-21,8:5
0000000795,255,16-12-21,8:6
0000006154,255,16-12-21,8:7
0000000851,255,16-12-21,8:8
0000000902,255,16-12-21,8:13
0000006160,255,16-12-21,8:17
0000000744,255,16-12-21,8:18
0000006138,255,16-12-21,8:27
0000000777,255,16-12-21,9:34
0000000805,255,16-12-21,13:5
0000000329,255,16-12-21,13:12
0000000829,255,16-12-21,13:16
0000000797,255,16-12-21,14:0
0000000906,255,16-12-21,14:0
0000006162,255,16-12-21,14:1
0000000851,255,16-12-21,14:7
0000000846,255,16-12-21,15:0
0000000817,255,16-12-21,15:0
0000000836,255,16-12-21,15:0
0000006164,255,16-12-21,15:0
0000001381,255,16-12-21,15:0
0000000767,255,16-12-21,15:1
0000000728,255,16-12-21,15:2
0000000365,255,16-12-21,15:3
0000000713,255,16-12-21,15:5
0000000823,255,16-12-21,15:26
0000006155,255,16-12-21,15:30
0000006158,255,16-12-21,15:31
0000002947,255,16-12-21,15:41
0000000788,255,16-12-21,16:0
0000006140,255,16-12-21,16:0
0000000700,255,16-12-21,16:0
0000000588,255,16-12-21,16:0
0000006152,255,16-12-21,16:0
0000000648,255,16-12-21,16:0
0000000659,255,16-12-21,16:0
0000006167,255,16-12-21,16:0
0000000320,255,16-12-21,16:1
0000002941,255,16-12-21,16:1
0000000619,255,16-12-21,16:1
0000000830,255,16-12-21,16:1
0000000828,255,16-12-21,16:1
0000000302,255,16-12-21,16:2
0000000742,255,16-12-21,16:2
0000000832,255,16-12-21,16:2
0000000839,255,16-12-21,16:2
0000000889,255,16-12-21,16:2
0000000112,255,16-12-21,16:3
0000000633,255,16-12-21,16:3
0000000835,255,16-12-21,16:3
0000000863,255,16-12-21,16:3
0000003006,255,16-12-21,16:3
0000006169,255,16-12-21,16:4
0000006170,255,16-12-21,16:4
0000000841,255,16-12-21,16:4
0000006173,255,16-12-21,16:4
0000000774,255,16-12-21,16:4
0000006171,255,16-12-21,16:4
0000006154,255,16-12-21,16:4
0000000853,255,16-12-21,16:4
0000000678,255,16-12-21,16:4
0000000391,255,16-12-21,16:5
0000006160,255,16-12-21,16:5
0000002957,255,16-12-21,16:5
0000006153,255,16-12-21,16:6
0000000738,255,16-12-21,16:6
0000000852,255,16-12-21,16:6
0000000725,255,16-12-21,16:7
0000006163,255,16-12-21,16:7
0000000518,255,16-12-21,16:8
0000000545,255,16-12-21,16:8
0000006118,255,16-12-21,16:8
0000000243,255,16-12-21,16:9
0000000833,255,16-12-21,16:9
0000000730,255,16-12-21,16:9
0000000861,255,16-12-21,16:10
0000000801,255,16-12-21,16:10
0000000914,255,16-12-21,16:10
0000000859,255,16-12-21,16:12
0000000744,255,16-12-21,16:13
0000002950,255,16-12-21,16:15
0000000705,255,16-12-21,16:17
0000000740,255,16-12-21,16:17
0000000902,255,16-12-21,16:18
0000000850,255,16-12-21,16:20
0000000903,255,16-12-21,16:24
0000000843,255,16-12-21,16:29
0000000635,255,16-12-21,16:30
0000000901,255,16-12-21,16:35
0000000366,255,16-12-21,16:39
0000000753,255,16-12-21,16:40
0000000784,255,16-12-21,16:43
0000006150,255,16-12-21,16:48
0000000897,255,16-12-21,16:52
0000000710,255,16-12-21,17:0
0000000631,255,16-12-21,17:1
0000006138,255,16-12-21,17:11
0000000729,255,16-12-21,17:18
0000000670,255,16-12-21,17:23
0000000808,255,16-12-21,17:30
0000000777,255,16-12-21,17:58
0000000795,255,16-12-21,17:59
0000000672,255,16-12-21,20:26
0000000679,255,16-12-21,21:37
0000000805,255,16-12-21,22:0
0000000805,255,16-12-21,22:0
0000000892,255,17-12-21,5:10
0000000829,255,17-12-21,5:17
0000000672,255,17-12-21,5:17
0000003006,255,17-12-21,5:18
0000000805,255,17-12-21,5:24
0000000679,255,17-12-21,5:27
0000000763,255,17-12-21,5:35
0000000830,255,17-12-21,5:43
0000000828,255,17-12-21,5:43
0000006162,255,17-12-21,5:48
0000000767,255,17-12-21,5:51
0000000835,255,17-12-21,5:59
0000000839,255,17-12-21,6:0
0000006141,255,17-12-21,6:11
0000000743,255,17-12-21,6:28
0000006135,255,17-12-21,6:35
0000002947,255,17-12-21,6:39
0000002941,255,17-12-21,6:39
0000000793,255,17-12-21,6:40
0000006171,255,17-12-21,6:42
0000000633,255,17-12-21,6:43
0000000363,255,17-12-21,6:44
0000000713,255,17-12-21,6:50
0000006155,255,17-12-21,6:51
0000006144,255,17-12-21,6:55
0000000836,255,17-12-21,6:57
0000000729,255,17-12-21,6:57
0000000817,255,17-12-21,6:57
0000000365,255,17-12-21,6:58
0000000320,255,17-12-21,6:58
0000000739,255,17-12-21,7:3
0000000728,255,17-12-21,7:6
0000000823,255,17-12-21,7:7
0000000853,255,17-12-21,7:15
0000000832,255,17-12-21,7:18
0000000112,255,17-12-21,7:18
0000000114,255,17-12-21,7:29
0000002950,255,17-12-21,7:29
0000006152,255,17-12-21,7:33
0000000753,255,17-12-21,7:34
0000006158,255,17-12-21,7:35
0000000582,255,17-12-21,7:38
0000006153,255,17-12-21,7:42
0000006139,255,17-12-21,7:42
0000000700,255,17-12-21,7:46
0000006150,255,17-12-21,7:48
0000006163,255,17-12-21,7:51
0000000906,255,17-12-21,7:52
0000000678,255,17-12-21,7:54
0000000670,255,17-12-21,7:55
0000000894,255,17-12-21,7:55
0000000889,255,17-12-21,7:55
0000006170,255,17-12-21,7:56
0000000366,255,17-12-21,7:56
0000000760,255,17-12-21,7:57
0000000262,255,17-12-21,7:59
0000000859,255,17-12-21,7:59
0000000744,255,17-12-21,8:0
0000000704,255,17-12-21,8:0
0000006167,255,17-12-21,8:2
0000000833,255,17-12-21,8:2
0000006126,255,17-12-21,8:3
